"Dataset";"Ys";"variable";"value"
"test";"STANDING";"503 fBodyAccMag-mean()";-0.949774215169173
"test";"WALKING";"503 fBodyAccMag-mean()";-0.277965865165121
"test";"WALKING_DOWNSTAIRS";"503 fBodyAccMag-mean()";0.0766089178870952
"test";"WALKING_UPSTAIRS";"503 fBodyAccMag-mean()";-0.292081504854565
"train";"LAYING";"503 fBodyAccMag-mean()";-0.943950932251599
"train";"SITTING";"503 fBodyAccMag-mean()";-0.952673262657854
"train";"STANDING";"503 fBodyAccMag-mean()";-0.958227593384279
"train";"WALKING";"503 fBodyAccMag-mean()";-0.274583992340065
"train";"WALKING_DOWNSTAIRS";"503 fBodyAccMag-mean()";0.171065464344219
"train";"WALKING_UPSTAIRS";"503 fBodyAccMag-mean()";-0.248835990713271
"test";"LAYING";"516 fBodyBodyAccJerkMag-mean()";-0.974611609068901
"test";"SITTING";"516 fBodyBodyAccJerkMag-mean()";-0.977173862342159
"test";"STANDING";"516 fBodyBodyAccJerkMag-mean()";-0.965635777255639
"test";"WALKING";"516 fBodyBodyAccJerkMag-mean()";-0.200266603682944
"test";"WALKING_DOWNSTAIRS";"516 fBodyBodyAccJerkMag-mean()";-0.0487443964492857
"test";"WALKING_UPSTAIRS";"516 fBodyBodyAccJerkMag-mean()";-0.355087381332696
"train";"LAYING";"516 fBodyBodyAccJerkMag-mean()";-0.9741812297086
"train";"SITTING";"516 fBodyBodyAccJerkMag-mean()";-0.979261088468118
"train";"STANDING";"516 fBodyBodyAccJerkMag-mean()";-0.973202412219796
"train";"WALKING";"516 fBodyBodyAccJerkMag-mean()";-0.220474636401958
"train";"WALKING_DOWNSTAIRS";"516 fBodyBodyAccJerkMag-mean()";0.027554426056359
"train";"WALKING_UPSTAIRS";"516 fBodyBodyAccJerkMag-mean()";-0.353468006783504
"test";"LAYING";"529 fBodyBodyGyroMag-mean()";-0.957813942756052
"test";"SITTING";"529 fBodyBodyGyroMag-mean()";-0.964803846456212
"test";"STANDING";"529 fBodyBodyGyroMag-mean()";-0.935236448120301
"test";"WALKING";"529 fBodyBodyGyroMag-mean()";-0.448021014490363
"test";"WALKING_DOWNSTAIRS";"529 fBodyBodyGyroMag-mean()";-0.344731299676667
"test";"WALKING_UPSTAIRS";"529 fBodyBodyGyroMag-mean()";-0.495846446322718
"train";"LAYING";"529 fBodyBodyGyroMag-mean()";-0.953724931549396
"train";"SITTING";"529 fBodyBodyGyroMag-mean()";-0.964102259572317
"train";"STANDING";"529 fBodyBodyGyroMag-mean()";-0.952814999133916
"train";"WALKING";"529 fBodyBodyGyroMag-mean()";-0.393456402177055
"train";"WALKING_DOWNSTAIRS";"529 fBodyBodyGyroMag-mean()";-0.266010319105811
"train";"WALKING_UPSTAIRS";"529 fBodyBodyGyroMag-mean()";-0.429560837457409
"test";"LAYING";"542 fBodyBodyGyroJerkMag-mean()";-0.976359034581006
"test";"SITTING";"542 fBodyBodyGyroJerkMag-mean()";-0.984435176130346
"test";"STANDING";"542 fBodyBodyGyroJerkMag-mean()";-0.968115551522556
"test";"WALKING";"542 fBodyBodyGyroJerkMag-mean()";-0.53629723682746
"test";"WALKING_DOWNSTAIRS";"542 fBodyBodyGyroJerkMag-mean()";-0.472266338783095
"test";"WALKING_UPSTAIRS";"542 fBodyBodyGyroJerkMag-mean()";-0.666239280021231
"train";"LAYING";"542 fBodyBodyGyroJerkMag-mean()";-0.978582414975124
"train";"SITTING";"542 fBodyBodyGyroJerkMag-mean()";-0.985679431041991
"train";"STANDING";"542 fBodyBodyGyroJerkMag-mean()";-0.97750742639738
"train";"WALKING";"542 fBodyBodyGyroJerkMag-mean()";-0.507109768565555
"train";"WALKING_DOWNSTAIRS";"542 fBodyBodyGyroJerkMag-mean()";-0.423414186458479
"train";"WALKING_UPSTAIRS";"542 fBodyBodyGyroJerkMag-mean()";-0.655382609368593
"test";"LAYING";"4 tBodyAcc-std()-X";-0.964750344692737
"test";"SITTING";"4 tBodyAcc-std()-X";-0.983437472749491
"test";"STANDING";"4 tBodyAcc-std()-X";-0.982080518496241
"test";"WALKING";"4 tBodyAcc-std()-X";-0.319595856634677
"test";"WALKING_DOWNSTAIRS";"4 tBodyAcc-std()-X";0.00902022030214286
"test";"WALKING_UPSTAIRS";"4 tBodyAcc-std()-X";-0.276529588909979
"train";"LAYING";"4 tBodyAcc-std()-X";-0.959475238302061
"train";"SITTING";"4 tBodyAcc-std()-X";-0.983449562153966
"train";"STANDING";"4 tBodyAcc-std()-X";-0.985346233195051
"train";"WALKING";"4 tBodyAcc-std()-X";-0.312641276860938
"train";"WALKING_DOWNSTAIRS";"4 tBodyAcc-std()-X";0.139846824303926
"train";"WALKING_UPSTAIRS";"4 tBodyAcc-std()-X";-0.221072445907903
"test";"LAYING";"5 tBodyAcc-std()-Y";-0.958961259925512
"test";"SITTING";"5 tBodyAcc-std()-Y";-0.9314033418778
"test";"STANDING";"5 tBodyAcc-std()-Y";-0.923457376973684
"test";"WALKING";"5 tBodyAcc-std()-Y";-0.031767626453629
"test";"WALKING_DOWNSTAIRS";"5 tBodyAcc-std()-Y";0.0134523978078571
"test";"WALKING_UPSTAIRS";"5 tBodyAcc-std()-Y";-0.0517638240820382
"train";"LAYING";"5 tBodyAcc-std()-Y";-0.937608935448472
"train";"SITTING";"5 tBodyAcc-std()-Y";-0.936208179940381
"train";"STANDING";"5 tBodyAcc-std()-Y";-0.936013307409025
"train";"WALKING";"5 tBodyAcc-std()-Y";-0.0202716892534421
"train";"WALKING_DOWNSTAIRS";"5 tBodyAcc-std()-Y";0.079183931731927
"train";"WALKING_UPSTAIRS";"5 tBodyAcc-std()-Y";-0.000348031582171482
"test";"LAYING";"6 tBodyAcc-std()-Z";-0.964927132290503
"test";"SITTING";"6 tBodyAcc-std()-Z";-0.938215184142566
"test";"STANDING";"6 tBodyAcc-std()-Z";-0.933595536629699
"test";"WALKING";"6 tBodyAcc-std()-Z";-0.342244602873911
"test";"WALKING_DOWNSTAIRS";"6 tBodyAcc-std()-Z";-0.243477099060119
"test";"WALKING_UPSTAIRS";"6 tBodyAcc-std()-Z";-0.255380107800849
"train";"LAYING";"6 tBodyAcc-std()-Z";-0.941635287283866
"train";"SITTING";"6 tBodyAcc-std()-Z";-0.939274193888803
"train";"STANDING";"6 tBodyAcc-std()-Z";-0.942359763042212
"train";"WALKING";"6 tBodyAcc-std()-Z";-0.246279194916452
"train";"WALKING_DOWNSTAIRS";"6 tBodyAcc-std()-Z";-0.168367906550132
"train";"WALKING_UPSTAIRS";"6 tBodyAcc-std()-Z";-0.140363752818472
"test";"LAYING";"44 tGravityAcc-std()-X";-0.947827229962756
"test";"SITTING";"44 tGravityAcc-std()-X";-0.981298906069246
"test";"STANDING";"44 tGravityAcc-std()-X";-0.987356506654135
"test";"WALKING";"44 tGravityAcc-std()-X";-0.977866512903226
"test";"WALKING_DOWNSTAIRS";"44 tGravityAcc-std()-X";-0.951956040880952
"test";"WALKING_UPSTAIRS";"44 tGravityAcc-std()-X";-0.95239939104034
"train";"LAYING";"44 tGravityAcc-std()-X";-0.941599380704335
"train";"SITTING";"44 tGravityAcc-std()-X";-0.979064977083981
"train";"STANDING";"44 tGravityAcc-std()-X";-0.988270207540029
"train";"WALKING";"44 tGravityAcc-std()-X";-0.977509136933116
"train";"WALKING_DOWNSTAIRS";"44 tGravityAcc-std()-X";-0.948808651206897
"train";"WALKING_UPSTAIRS";"44 tGravityAcc-std()-X";-0.946344178769804
"test";"LAYING";"45 tGravityAcc-std()-Y";-0.979253784934823
"test";"SITTING";"45 tGravityAcc-std()-Y";-0.957728709456212
"test";"STANDING";"45 tGravityAcc-std()-Y";-0.96572940268797
"test";"WALKING";"45 tGravityAcc-std()-Y";-0.967576257318548
"test";"WALKING_DOWNSTAIRS";"45 tGravityAcc-std()-Y";-0.933501819642857
"test";"WALKING_UPSTAIRS";"45 tGravityAcc-std()-Y";-0.925912647367304
"train";"LAYING";"45 tGravityAcc-std()-Y";-0.957061403069012
"train";"SITTING";"45 tGravityAcc-std()-Y";-0.957651371119751
"train";"STANDING";"45 tGravityAcc-std()-Y";-0.970754316870451
"train";"WALKING";"45 tGravityAcc-std()-Y";-0.966631852120718
"train";"WALKING_DOWNSTAIRS";"45 tGravityAcc-std()-Y";-0.934591624918864
"train";"WALKING_UPSTAIRS";"45 tGravityAcc-std()-Y";-0.925389766076421
"test";"LAYING";"46 tGravityAcc-std()-Z";-0.973531121975791
"test";"SITTING";"46 tGravityAcc-std()-Z";-0.947828792947047
"test";"STANDING";"46 tGravityAcc-std()-Z";-0.947266767753759
"test";"WALKING";"46 tGravityAcc-std()-Z";-0.959918772116935
"test";"WALKING_DOWNSTAIRS";"46 tGravityAcc-std()-Z";-0.919091320238095
"test";"WALKING_UPSTAIRS";"46 tGravityAcc-std()-Z";-0.906976117919321
"train";"LAYING";"46 tGravityAcc-std()-Z";-0.943600986262971
"train";"SITTING";"46 tGravityAcc-std()-Z";-0.947177473594868
"train";"STANDING";"46 tGravityAcc-std()-Z";-0.955334333173217
"train";"WALKING";"46 tGravityAcc-std()-Z";-0.952444776696574
"train";"WALKING_DOWNSTAIRS";"46 tGravityAcc-std()-Z";-0.909636090415821
"train";"WALKING_UPSTAIRS";"46 tGravityAcc-std()-Z";-0.899679890894688
"test";"LAYING";"84 tBodyAccJerk-std()-X";-0.980256750707635
"test";"SITTING";"84 tBodyAccJerk-std()-X";-0.983563065824847
"test";"STANDING";"84 tBodyAccJerk-std()-X";-0.975695739736842
"test";"WALKING";"84 tBodyAccJerk-std()-X";-0.230634921260282
"test";"WALKING_DOWNSTAIRS";"84 tBodyAccJerk-std()-X";-0.0941815286700238
"test";"WALKING_UPSTAIRS";"84 tBodyAccJerk-std()-X";-0.372285856288747
"train";"LAYING";"84 tBodyAccJerk-std()-X";-0.980429538464819
"train";"SITTING";"84 tBodyAccJerk-std()-X";-0.985544794618974
"train";"STANDING";"84 tBodyAccJerk-std()-X";-0.981622950225619
"train";"WALKING";"84 tBodyAccJerk-std()-X";-0.282116881167088
"train";"WALKING_DOWNSTAIRS";"84 tBodyAccJerk-std()-X";-0.0081975248379716
"train";"WALKING_UPSTAIRS";"84 tBodyAccJerk-std()-X";-0.355849488668406
"test";"LAYING";"85 tBodyAccJerk-std()-Y";-0.972278279683426
"test";"SITTING";"85 tBodyAccJerk-std()-Y";-0.971875152668024
"test";"STANDING";"85 tBodyAccJerk-std()-Y";-0.958496662406015
"test";"WALKING";"85 tBodyAccJerk-std()-Y";-0.0986195505663911
"test";"WALKING_DOWNSTAIRS";"85 tBodyAccJerk-std()-Y";-0.101380895052357
"test";"WALKING_UPSTAIRS";"85 tBodyAccJerk-std()-Y";-0.36356830989087
"train";"LAYING";"85 tBodyAccJerk-std()-Y";-0.970716016723525
"train";"SITTING";"85 tBodyAccJerk-std()-Y";-0.974649826034215
"train";"STANDING";"85 tBodyAccJerk-std()-Y";-0.96660630371179
"train";"WALKING";"85 tBodyAccJerk-std()-Y";-0.104970427937531
"train";"WALKING_DOWNSTAIRS";"85 tBodyAccJerk-std()-Y";-0.0618724537659239
"train";"WALKING_UPSTAIRS";"85 tBodyAccJerk-std()-Y";-0.328541506919935
"test";"LAYING";"86 tBodyAccJerk-std()-Z";-0.979848204692737
"test";"SITTING";"86 tBodyAccJerk-std()-Z";-0.981694772077393
"test";"STANDING";"86 tBodyAccJerk-std()-Z";-0.976671984022556
"test";"WALKING";"86 tBodyAccJerk-std()-Z";-0.521739457217742
"test";"WALKING_DOWNSTAIRS";"86 tBodyAccJerk-std()-Z";-0.424200745914286
"test";"WALKING_UPSTAIRS";"86 tBodyAccJerk-std()-Z";-0.638159602229299
"train";"LAYING";"86 tBodyAccJerk-std()-Z";-0.979334766545842
"train";"SITTING";"86 tBodyAccJerk-std()-Z";-0.982526224152411
"train";"STANDING";"86 tBodyAccJerk-std()-Z";-0.980575465705968
"train";"WALKING";"86 tBodyAccJerk-std()-Z";-0.461915637480408
"train";"WALKING_DOWNSTAIRS";"86 tBodyAccJerk-std()-Z";-0.373529594680882
"train";"WALKING_UPSTAIRS";"86 tBodyAccJerk-std()-Z";-0.622193012661696
"test";"LAYING";"124 tBodyGyro-std()-X";-0.974575194841713
"test";"SITTING";"124 tBodyGyro-std()-X";-0.980391992382892
"test";"STANDING";"124 tBodyGyro-std()-X";-0.931444571390977
"test";"WALKING";"124 tBodyGyro-std()-X";-0.49123325066129
"test";"WALKING_DOWNSTAIRS";"124 tBodyGyro-std()-X";-0.373429876892857
"test";"WALKING_UPSTAIRS";"124 tBodyGyro-std()-X";-0.4816437891862
"train";"LAYING";"124 tBodyGyro-std()-X";-0.965341869218906
"train";"SITTING";"124 tBodyGyro-std()-X";-0.981262834082426
"train";"STANDING";"124 tBodyGyro-std()-X";-0.950981475866084
"train";"WALKING";"124 tBodyGyro-std()-X";-0.461290098708157
"train";"WALKING_DOWNSTAIRS";"124 tBodyGyro-std()-X";-0.316944038169878
"train";"WALKING_UPSTAIRS";"124 tBodyGyro-std()-X";-0.461445663370363
"test";"LAYING";"125 tBodyGyro-std()-Y";-0.962547564208566
"test";"SITTING";"125 tBodyGyro-std()-Y";-0.967761899022403
"test";"STANDING";"125 tBodyGyro-std()-Y";-0.953936289642857
"test";"WALKING";"125 tBodyGyro-std()-Y";-0.40313354348629
"test";"WALKING_DOWNSTAIRS";"125 tBodyGyro-std()-Y";-0.418157975061905
"test";"WALKING_UPSTAIRS";"125 tBodyGyro-std()-Y";-0.395856447426093
"train";"LAYING";"125 tBodyGyro-std()-Y";-0.963438605707178
"train";"SITTING";"125 tBodyGyro-std()-Y";-0.966305793009331
"train";"STANDING";"125 tBodyGyro-std()-Y";-0.96414183628821
"train";"WALKING";"125 tBodyGyro-std()-Y";-0.325584920802455
"train";"WALKING_DOWNSTAIRS";"125 tBodyGyro-std()-Y";-0.306181913257404
"train";"WALKING_UPSTAIRS";"125 tBodyGyro-std()-Y";-0.321570850665424
"test";"LAYING";"126 tBodyGyro-std()-Z";-0.968943417318436
"test";"SITTING";"126 tBodyGyro-std()-Z";-0.955691205600815
"test";"STANDING";"126 tBodyGyro-std()-Z";-0.949165841541353
"test";"WALKING";"126 tBodyGyro-std()-Z";-0.382048326903226
"test";"WALKING_DOWNSTAIRS";"126 tBodyGyro-std()-Z";-0.299487958953952
"test";"WALKING_UPSTAIRS";"126 tBodyGyro-std()-Z";-0.234132446747091
"train";"LAYING";"126 tBodyGyro-std()-Z";-0.961435198422175
"train";"SITTING";"126 tBodyGyro-std()-Z";-0.958891866041991
"train";"STANDING";"126 tBodyGyro-std()-Z";-0.960106905407569
"train";"WALKING";"126 tBodyGyro-std()-Z";-0.32080957637553
"train";"WALKING_DOWNSTAIRS";"126 tBodyGyro-std()-Z";-0.26144603615071
"train";"WALKING_UPSTAIRS";"126 tBodyGyro-std()-Z";-0.238455522894334
"test";"LAYING";"164 tBodyGyroJerk-std()-X";-0.977778340986965
"test";"SITTING";"164 tBodyGyroJerk-std()-X";-0.983401234236253
"test";"STANDING";"164 tBodyGyroJerk-std()-X";-0.960413190958647
"test";"WALKING";"164 tBodyGyroJerk-std()-X";-0.413270422316532
"test";"WALKING_DOWNSTAIRS";"164 tBodyGyroJerk-std()-X";-0.403089544085476
"test";"WALKING_UPSTAIRS";"164 tBodyGyroJerk-std()-X";-0.576962412908705
"train";"LAYING";"164 tBodyGyroJerk-std()-X";-0.975493723411514
"train";"SITTING";"164 tBodyGyroJerk-std()-X";-0.98658476348367
"train";"STANDING";"164 tBodyGyroJerk-std()-X";-0.969492009825327
"train";"WALKING";"164 tBodyGyroJerk-std()-X";-0.361232566109217
"train";"WALKING_DOWNSTAIRS";"164 tBodyGyroJerk-std()-X";-0.374000213890974
"train";"WALKING_UPSTAIRS";"164 tBodyGyroJerk-std()-X";-0.542672583806617
"test";"LAYING";"165 tBodyGyroJerk-std()-Y";-0.977947653873371
"test";"SITTING";"165 tBodyGyroJerk-std()-Y";-0.986105054114053
"test";"STANDING";"165 tBodyGyroJerk-std()-Y";-0.975663792180451
"test";"WALKING";"165 tBodyGyroJerk-std()-Y";-0.536563346574597
"test";"WALKING_DOWNSTAIRS";"165 tBodyGyroJerk-std()-Y";-0.515669184902381
"test";"WALKING_UPSTAIRS";"165 tBodyGyroJerk-std()-Y";-0.681691906666667
"train";"LAYING";"165 tBodyGyroJerk-std()-Y";-0.981437634278607
"train";"SITTING";"165 tBodyGyroJerk-std()-Y";-0.986654023623639
"train";"STANDING";"165 tBodyGyroJerk-std()-Y";-0.98204418555313
"train";"WALKING";"165 tBodyGyroJerk-std()-Y";-0.502931986096003
"train";"WALKING_DOWNSTAIRS";"165 tBodyGyroJerk-std()-Y";-0.444762616614097
"train";"WALKING_UPSTAIRS";"165 tBodyGyroJerk-std()-Y";-0.661038928760485
"test";"LAYING";"166 tBodyGyroJerk-std()-Z";-0.985304182718808
"test";"SITTING";"166 tBodyGyroJerk-std()-Z";-0.982864892851324
"test";"STANDING";"166 tBodyGyroJerk-std()-Z";-0.972075062631579
"test";"WALKING";"166 tBodyGyroJerk-std()-Z";-0.463647341954839
"test";"WALKING_DOWNSTAIRS";"166 tBodyGyroJerk-std()-Z";-0.344353104702143
"test";"WALKING_UPSTAIRS";"166 tBodyGyroJerk-std()-Z";-0.554141881365605
"train";"LAYING";"166 tBodyGyroJerk-std()-Z";-0.984583429004975
"train";"SITTING";"166 tBodyGyroJerk-std()-Z";-0.984164647052877
"train";"STANDING";"166 tBodyGyroJerk-std()-Z";-0.978999994272198
"train";"WALKING";"166 tBodyGyroJerk-std()-Z";-0.440865118262072
"train";"WALKING_DOWNSTAIRS";"166 tBodyGyroJerk-std()-Z";-0.318832476117718
"train";"WALKING_UPSTAIRS";"166 tBodyGyroJerk-std()-Z";-0.56399488868932
"test";"LAYING";"202 tBodyAccMag-std()";-0.949805818519553
"test";"SITTING";"202 tBodyAccMag-std()";-0.9392153100611
"test";"STANDING";"202 tBodyAccMag-std()";-0.940038000263158
"test";"WALKING";"202 tBodyAccMag-std()";-0.355577474335887
"test";"WALKING_DOWNSTAIRS";"202 tBodyAccMag-std()";0.0504083176412857
"test";"WALKING_UPSTAIRS";"202 tBodyAccMag-std()";-0.282505793501648
"train";"LAYING";"202 tBodyAccMag-std()";-0.925425270312722
"train";"SITTING";"202 tBodyAccMag-std()";-0.939365758525816
"train";"STANDING";"202 tBodyAccMag-std()";-0.949050271871907
"train";"WALKING";"202 tBodyAccMag-std()";-0.33054317771252
"train";"WALKING_DOWNSTAIRS";"202 tBodyAccMag-std()";0.144636835872059
"train";"WALKING_UPSTAIRS";"202 tBodyAccMag-std()";-0.235551736910382
"test";"LAYING";"215 tGravityAccMag-std()";-0.949805818519553
"test";"SITTING";"215 tGravityAccMag-std()";-0.9392153100611
"test";"STANDING";"215 tGravityAccMag-std()";-0.940038000263158
"test";"WALKING";"215 tGravityAccMag-std()";-0.355577474335887
"test";"WALKING_DOWNSTAIRS";"215 tGravityAccMag-std()";0.0504083176412857
"test";"WALKING_UPSTAIRS";"215 tGravityAccMag-std()";-0.282505793501648
"train";"LAYING";"215 tGravityAccMag-std()";-0.925425270312722
"train";"SITTING";"215 tGravityAccMag-std()";-0.939365758525816
"train";"STANDING";"215 tGravityAccMag-std()";-0.949050271871907
"train";"WALKING";"215 tGravityAccMag-std()";-0.33054317771252
"train";"WALKING_DOWNSTAIRS";"215 tGravityAccMag-std()";0.144636835872059
"train";"WALKING_UPSTAIRS";"215 tGravityAccMag-std()";-0.235551736910382
"test";"LAYING";"228 tBodyAccJerkMag-std()";-0.974610375400372
"test";"SITTING";"228 tBodyAccJerkMag-std()";-0.977510406741344
"test";"STANDING";"228 tBodyAccJerkMag-std()";-0.966123790845865
"test";"WALKING";"228 tBodyAccJerkMag-std()";-0.198067072712843
"test";"WALKING_DOWNSTAIRS";"228 tBodyAccJerkMag-std()";-0.0450688652907857
"test";"WALKING_UPSTAIRS";"228 tBodyAccJerkMag-std()";-0.380950968793418
"train";"LAYING";"228 tBodyAccJerkMag-std()";-0.974099433837953
"train";"SITTING";"228 tBodyAccJerkMag-std()";-0.9794403344479
"train";"STANDING";"228 tBodyAccJerkMag-std()";-0.973516388609898
"train";"WALKING";"228 tBodyAccJerkMag-std()";-0.22122673901031
"train";"WALKING_DOWNSTAIRS";"228 tBodyAccJerkMag-std()";0.00319743123002028
"train";"WALKING_UPSTAIRS";"228 tBodyAccJerkMag-std()";-0.38735343572274
"test";"LAYING";"241 tBodyGyroMag-std()";-0.94755611895717
"test";"SITTING";"241 tBodyGyroMag-std()";-0.952093296334012
"test";"STANDING";"241 tBodyGyroMag-std()";-0.91301937112782
"test";"WALKING";"241 tBodyGyroMag-std()";-0.436169354776008
"test";"WALKING_DOWNSTAIRS";"241 tBodyGyroMag-std()";-0.308151790967905
"test";"WALKING_UPSTAIRS";"241 tBodyGyroMag-std()";-0.41269395604845
"train";"LAYING";"241 tBodyGyroMag-std()";-0.937939730744847
"train";"SITTING";"241 tBodyGyroMag-std()";-0.950857575620529
"train";"STANDING";"241 tBodyGyroMag-std()";-0.935924401841339
"train";"WALKING";"241 tBodyGyroMag-std()";-0.36096832426354
"train";"WALKING_DOWNSTAIRS";"241 tBodyGyroMag-std()";-0.227265452316329
"train";"WALKING_UPSTAIRS";"241 tBodyGyroMag-std()";-0.303978179337558
"test";"LAYING";"254 tBodyGyroJerkMag-std()";-0.975261643500931
"test";"SITTING";"254 tBodyGyroJerkMag-std()";-0.983877373299389
"test";"STANDING";"254 tBodyGyroJerkMag-std()";-0.966851556766917
"test";"WALKING";"254 tBodyGyroJerkMag-std()";-0.525913731689919
"test";"WALKING_DOWNSTAIRS";"254 tBodyGyroJerkMag-std()";-0.464553224377857
"test";"WALKING_UPSTAIRS";"254 tBodyGyroJerkMag-std()";-0.67288561866242
"train";"LAYING";"254 tBodyGyroJerkMag-std()";-0.977324912189055
"train";"SITTING";"254 tBodyGyroJerkMag-std()";-0.984886442970451
"train";"STANDING";"254 tBodyGyroJerkMag-std()";-0.976113861921397
"train";"WALKING";"254 tBodyGyroJerkMag-std()";-0.487888281890326
"train";"WALKING_DOWNSTAIRS";"254 tBodyGyroJerkMag-std()";-0.430866415856653
"train";"WALKING_UPSTAIRS";"254 tBodyGyroJerkMag-std()";-0.664181538692451
"test";"LAYING";"269 fBodyAcc-std()-X";-0.963547345810056
"test";"SITTING";"269 fBodyAcc-std()-X";-0.983935781955193
"test";"STANDING";"269 fBodyAcc-std()-X";-0.984014116334586
"test";"WALKING";"269 fBodyAcc-std()-X";-0.331205812727218
"test";"WALKING_DOWNSTAIRS";"269 fBodyAcc-std()-X";0.0282587765922857
"test";"WALKING_UPSTAIRS";"269 fBodyAcc-std()-X";-0.265071335268684
"train";"LAYING";"269 fBodyAcc-std()-X";-0.957307907502701
"train";"SITTING";"269 fBodyAcc-std()-X";-0.983675290902022
"train";"STANDING";"269 fBodyAcc-std()-X";-0.986574413391557
"train";"WALKING";"269 fBodyAcc-std()-X";-0.319449560903263
"train";"WALKING_DOWNSTAIRS";"269 fBodyAcc-std()-X";0.161841907222363
"train";"WALKING_UPSTAIRS";"269 fBodyAcc-std()-X";-0.198615524473914
"test";"LAYING";"270 fBodyAcc-std()-Y";-0.959297968620112
"test";"SITTING";"270 fBodyAcc-std()-Y";-0.928826696148676
"test";"STANDING";"270 fBodyAcc-std()-Y";-0.922115261618421
"test";"WALKING";"270 fBodyAcc-std()-Y";-0.0866828255034476
"test";"WALKING_DOWNSTAIRS";"270 fBodyAcc-std()-Y";-0.0548990607438095
"test";"WALKING_UPSTAIRS";"270 fBodyAcc-std()-Y";-0.058797927424034
"train";"LAYING";"270 fBodyAcc-std()-Y";-0.936034910177683
"train";"SITTING";"270 fBodyAcc-std()-Y";-0.933948759256143
"train";"STANDING";"270 fBodyAcc-std()-Y";-0.934624538980349
"train";"WALKING";"270 fBodyAcc-std()-Y";-0.0733724623492251
"train";"WALKING_DOWNSTAIRS";"270 fBodyAcc-std()-Y";0.0116440806198682
"train";"WALKING_UPSTAIRS";"270 fBodyAcc-std()-Y";-0.00557541172054054
"test";"LAYING";"271 fBodyAcc-std()-Z";-0.964355421625698
"test";"SITTING";"271 fBodyAcc-std()-Z";-0.933819490450509
"test";"STANDING";"271 fBodyAcc-std()-Z";-0.928665948665414
"test";"WALKING";"271 fBodyAcc-std()-Z";-0.366538572371935
"test";"WALKING_DOWNSTAIRS";"271 fBodyAcc-std()-Z";-0.296229623796381
"test";"WALKING_UPSTAIRS";"271 fBodyAcc-std()-Z";-0.239259921773609
"train";"LAYING";"271 fBodyAcc-std()-Z";-0.938502036889055
"train";"SITTING";"271 fBodyAcc-std()-Z";-0.934534156082426
"train";"STANDING";"271 fBodyAcc-std()-Z";-0.938062292598253
"train";"WALKING";"271 fBodyAcc-std()-Z";-0.267572362684095
"train";"WALKING_DOWNSTAIRS";"271 fBodyAcc-std()-Z";-0.224422769657505
"train";"WALKING_UPSTAIRS";"271 fBodyAcc-std()-Z";-0.105928929517437
"test";"LAYING";"348 fBodyAccJerk-std()-X";-0.982173560986965
"test";"SITTING";"348 fBodyAccJerk-std()-X";-0.984772635397149
"test";"STANDING";"348 fBodyAccJerk-std()-X";-0.977860039473684
"test";"WALKING";"348 fBodyAccJerk-std()-X";-0.242420560580565
"test";"WALKING_DOWNSTAIRS";"348 fBodyAccJerk-std()-X";-0.139219708816221
"test";"WALKING_UPSTAIRS";"348 fBodyAccJerk-std()-X";-0.400132176654225
"train";"LAYING";"348 fBodyAccJerk-std()-X";-0.98256876949538
"train";"SITTING";"348 fBodyAccJerk-std()-X";-0.986724182511664
"train";"STANDING";"348 fBodyAccJerk-std()-X";-0.983361688056769
"train";"WALKING";"348 fBodyAccJerk-std()-X";-0.306296265538255
"train";"WALKING_DOWNSTAIRS";"348 fBodyAccJerk-std()-X";-0.0578981617975233
"train";"WALKING_UPSTAIRS";"348 fBodyAccJerk-std()-X";-0.384103045858528
"test";"LAYING";"349 fBodyAccJerk-std()-Y";-0.973895600260708
"test";"SITTING";"349 fBodyAccJerk-std()-Y";-0.974082505132383
"test";"STANDING";"349 fBodyAccJerk-std()-Y";-0.961841590695489
"test";"WALKING";"349 fBodyAccJerk-std()-Y";-0.0888750052252419
"test";"WALKING_DOWNSTAIRS";"349 fBodyAccJerk-std()-Y";-0.120492087281667
"test";"WALKING_UPSTAIRS";"349 fBodyAccJerk-std()-Y";-0.382397128219958
"train";"LAYING";"349 fBodyAccJerk-std()-Y";-0.972728982835821
"train";"SITTING";"349 fBodyAccJerk-std()-Y";-0.976387838265941
"train";"STANDING";"349 fBodyAccJerk-std()-Y";-0.968763727401747
"train";"WALKING";"349 fBodyAccJerk-std()-Y";-0.0916769810447162
"train";"WALKING_DOWNSTAIRS";"349 fBodyAccJerk-std()-Y";-0.0790313050466197
"train";"WALKING_UPSTAIRS";"349 fBodyAccJerk-std()-Y";-0.346762525466654
"test";"LAYING";"350 fBodyAccJerk-std()-Z";-0.980879842532588
"test";"SITTING";"350 fBodyAccJerk-std()-Z";-0.98325268293279
"test";"STANDING";"350 fBodyAccJerk-std()-Z";-0.979166264097744
"test";"WALKING";"350 fBodyAccJerk-std()-Z";-0.549313653548387
"test";"WALKING_DOWNSTAIRS";"350 fBodyAccJerk-std()-Z";-0.470596619978571
"test";"WALKING_UPSTAIRS";"350 fBodyAccJerk-std()-Z";-0.672740221974522
"train";"LAYING";"350 fBodyAccJerk-std()-Z";-0.981007056687989
"train";"SITTING";"350 fBodyAccJerk-std()-Z";-0.983830467869362
"train";"STANDING";"350 fBodyAccJerk-std()-Z";-0.982416433216885
"train";"WALKING";"350 fBodyAccJerk-std()-Z";-0.488938910530661
